artist,album,title,duration,playcount,rating,rating_interpretation
Battles,Mirrored,Bad Trails,5:19,,0,not-rated
Turnstile,Nonstop Feeling,Bad Wave,2:17,2,0,not-rated
Turnstile,Nonstop Feeling,Bad Wave,2:16,4,undefined,never-rated
Lykke Li,so sad so sexy,bad woman,3:14,2,undefined,never-rated
The Spook School,Could It Be Different?,Bad Year,3:51,10,undefined,never-rated
Curse League,Laying by the Fire in Good Company,The Badlands,2:20,3,undefined,never-rated
Thunderpussy,Thunderpussy,Badlands,3:43,2,undefined,never-rated
Infantree,Hero's Dose,Bag Of Tricks,2:07,,0,not-rated
Animal Collective,Painting With,Bagels in Kiev,2:48,,undefined,never-rated
The Decemberists,Picaresque,The Bagman's Gambit,7:03,1,0,not-rated
The Decemberists,We All Raise Our Voices To The Air: Live Songs 04.11-08.11 [Disc 1],The Bagman's Gambit,8:28,,0,not-rated
The Shins,Live At Third Man Records,Bait And Switch,3:19,,0,not-rated
The Shins,Port Of Morrow,Bait And Switch,3:23,,0,not-rated
The Shins,Port Of Morrow,Bait And Switch,3:23,,undefined,never-rated
People Like You,Verse,The Baker,4:40,,0,not-rated
Otoboke Beaver,ITEKOMA HITS,Bakuro book,2:21,,undefined,never-rated
Dávila 666,"Puñales, píldoras y otras formas de entretenerse",Balada de la envuelta,3:18,1,0,not-rated
The Mountain Goats,All Hail West Texas,Balance,2:03,2,0,not-rated
The Dodos,Beware Of The Maniacs,The Ball,5:37,1,0,not-rated
Foe,Bad Dream Hotline,Ballad For The Brainkeepers,2:32,2,0,not-rated
The New Pornographers,Electric Version,Ballad Of A Comeback Kid,3:51,,0,not-rated
The New Pornographers,Electric Version,Ballad of a Comeback Kid,3:51,1,undefined,never-rated
The Mountain Goats,Beat the Champ,The Ballad of Bull Ramos,2:53,2,undefined,never-rated
Elton John,Goodbye Yellow Brick Road,The Ballad Of Danny Bailey (1909-34),4:24,,0,not-rated
The Beatles,1 (Remastered),The Ballad Of John And Yoko (Remastered 2015),2:59,3,undefined,never-rated
Devendra Banhart,Mala,The Ballad Of Keenan Milton,2:13,,0,not-rated
Yo La Tengo,Electr-O-Pura,The Ballad Of Red Buckets,3:59,,0,not-rated
Car Seat Headrest,Teens Of Denial,The Ballad of the Costa Concordia,11:30,13,undefined,never-rated
Father John Misty,Pure Comedy,Ballad of the Dying Man,4:50,1,undefined,never-rated
Ted Leo and The Pharmacists,Hearts Of Oak,Ballad Of The Sin Eater,5:19,,0,not-rated
TOPS,I Feel Alive,Ballads & Sad Movies,3:28,3,undefined,never-rated
Van Morrison,Astral Weeks,Ballerina,7:02,,0,not-rated
Lizzy Farrall,Bruise,Balloon,3:16,,undefined,never-rated
Midlake,Bamnan And Slivercork,Balloon Maker,5:04,,0,not-rated
Posture & the Grizzly,I Am Satan,Balloons As Hands,3:16,5,undefined,never-rated
King Gizzard & The Lizard Wizard,Murder Of The Universe,The Balrog,4:29,4,undefined,never-rated
Mary Lattimore,Hundreds of Days,Baltic Birch,9:32,24,undefined,never-rated
Dan Deacon,Bromst,Baltihorse,6:21,1,0,not-rated
Tennis,Cape Dory,Baltimore,2:52,,0,not-rated
Deer Tick,War Elephant,Baltimore Blues No. 1,3:01,1,0,not-rated
Lomelda,Thx,Bam Sha Klam,3:44,2,undefined,never-rated
Vampire Weekend,Father of the Bride,Bambina,1:42,3,undefined,never-rated
Die Antwoord,Mount Ninji and da Nice Time Kid,Banana Brain,4:48,2,undefined,never-rated
Ghostland Observatory,Robotique Majestique,The Band Marches On,3:49,,0,not-rated
Hot Hot Heat,Make Up The Breakdown,Bandages,3:32,,0,not-rated
Califone,Echo Mine,Bandicoot,2:55,2,undefined,never-rated
Colin Meloy,Colin Meloy Sings Live!,Bandit Queen,6:46,,0,not-rated
Midlake,The Trials Of Van Occupanther,Bandits,4:05,1,0,not-rated
Jeff Rosenstock,Worry,Bang on the Door,1:03,1,undefined,never-rated
Destroyer,Poison Season,Bangkok,5:14,,undefined,never-rated
Andrew Bird,Andrew Bird & The Mysterious Production Of Eggs,Banking On A Myth,4:29,,0,not-rated
Modest Mouse,The Lonesome Crowded West,Bankrupt On Selling,2:54,9,0,not-rated
Lucero,Lucero,Banks Of The Arkansas,1:42,1,0,not-rated
Bloc Party,Silent Alarm,Banquet,3:22,,0,not-rated
Santigold,99 Cents,Banshee,3:45,2,undefined,never-rated
Animal Collective,Feels,Banshee Beat,8:21,,0,not-rated
Crystal Castles,Crystal Castles (II),Baptism,4:12,,0,not-rated
Sleigh Bells,Jessica Rabbit,Baptism By Fire,4:23,1,undefined,never-rated
To Kill A King,The Spiritual Dark Age,Bar Fights,2:20,2,undefined,never-rated
Pissed Jeans,Why Love Now,The Bar Is Low,3:15,23,5,thumbs-up
Haruomi Hosono,Hosono House,Bara To Yaju,4:24,69,undefined,never-rated
Emancipator,Baralku,Baralku,3:25,1,undefined,never-rated
Lizzy Farrall,Bruise,Barbados,3:33,,undefined,never-rated
Colin Meloy,Colin Meloy Sings Live!,Barbara Allen,3:28,,0,not-rated
Jonny Greenwood,Phantom Thread (Original Motion Picture Soundtrack),Barbara Rose,4:39,1,undefined,never-rated
Tom Waits,Alice,Barcarolle,3:59,,0,not-rated
I'm From Barcelona,Let Me Introduce My Friends,Barcelona Loves You,2:45,,0,not-rated
WHY?,Moh Lhean,The Barely Blur,4:57,4,undefined,never-rated
WHY?,WHY?: Live at Third Man Records,The Barely Blur,2:47,1,undefined,never-rated
The Strokes,Is This It?,Barely Legal,3:58,,0,not-rated
Diet Cig,Barf Day,Barf Day,2:43,7,5,thumbs-up
Diet Cig,Swear I'm Good At This,Barf Day,2:43,3,undefined,never-rated
fun.,Aim and Ignite,Barlights,4:18,,0,not-rated
Yo La Tengo,President Yo La Tengo/New Wave Hot Dogs,"Barnaby, Hardly Working",4:34,,0,not-rated
Laura Stevenson And The Cans,Sit Resist,Barnacles,3:16,,0,not-rated
OCS,Memory Of A Cut Off Head,The Baron Sleeps and Dreams,3:34,,undefined,never-rated
Aldous Harding,Designer,The Barrel,4:59,1,undefined,never-rated
Torche,Restarter,Barrier Hammer,3:51,,0,not-rated
Lana Del Rey,Norman Fucking Rockwell!,Bartender,4:23,,undefined,never-rated
Ryan Adams,Heartbreaker,Bartering Lines,3:59,,0,not-rated
Ted Leo and The Pharmacists,The Brutalist Bricks,Bartolomeo And The Buzzing Of Bees,3:22,,0,not-rated
Cottonwood Firing Squad,Sixteen,Baseball.,2:47,2,undefined,never-rated
Gulfer,Dog Bless,Baseball,2:58,1,undefined,never-rated
Aesop Rock,Float,Basic Cable,4:10,,0,not-rated
Jawbreaker,Dear You,Basilica,6:04,1,0,not-rated
You Blew It!,Abendrot,Basin & Range,3:23,1,undefined,never-rated
Cross Record,Wabi-Sabi,Basket,3:18,1,undefined,never-rated
oso oso,basking in the glow,basking in the glow,3:59,,undefined,never-rated
Kurt Vile,Bottle It In,Bassackwards,9:46,7,undefined,never-rated
Someone Still Loves You Boris Yeltsin,Tape Club,Bastard of Rome,3:10,1,0,not-rated
Sun Kil Moon,Common as Light and Love Are Red Valleys of Blood,Bastille Day,5:38,,undefined,never-rated
Dávila 666,"Puñales, píldoras y otras formas de entretenerse",Basura,3:16,,0,not-rated
Emancipator,Baralku,Bat Country,4:28,,undefined,never-rated
Peach Kelli Pop,Peach Kelli Pop III,Bat Wing,2:44,,0,not-rated
Crying,Get Olde Second Wind,Batang Killjoy,3:15,23,0,not-rated
Youth Lagoon,Wondrous Bughouse,The Bath,4:47,1,0,not-rated
Diet Cig,Swear I'm Good At This,Bath Bomb,3:09,2,undefined,never-rated
Weatherbox,Flies In All Directions,Bathin' In The Fuss,3:42,,undefined,never-rated
Pissed Jeans,Honeys,Bathroom Laughter,2:39,4,0,not-rated
The Front Bottoms,The Front Bottoms,Bathtub,3:11,3,undefined,never-rated
Waxahatchee,American Weekend,bathtub,3:07,4,0,not-rated
Junip,Junip,Baton,3:45,,0,not-rated
Menomena,Moms,Baton,3:13,,0,not-rated
The Joy Formidable,Wolf's Law,Bats,3:47,2,0,not-rated
Bat For Lashes,Fur & Gold [Bonus Track],Bat's Mouth,4:26,,0,not-rated
Mogwai,Every Country's Sun,Battered at a Scramble,4:02,,undefined,never-rated
Aesop Rock,Labor Days,Battery,5:06,2,0,not-rated
Sebadoh,Act Surprised,battery,3:12,,undefined,never-rated
Fleet Foxes,Helplessness Blues,Battery Kinzie,2:50,,0,not-rated
Finn Riggins,Vs. Wilderness,Battle,2:47,,0,not-rated
Titus Andronicus,The Monitor,The Battle of Hampton Roads,13:59,1,0,not-rated
Boy Least Likely To,The Best Party Ever,The Battle Of The Boy Least Likely To,3:36,1,0,not-rated
Culture Abuse,Bay Dream,Bay Dream,2:47,3,undefined,never-rated
Destroyer,Kaputt,Bay Of Pigs (Detail),11:15,1,0,not-rated
Destroyer,Kaputt,Bay of Pigs (Detail),11:17,,undefined,never-rated
Sun Kil Moon,Admiral Fell Promises,Bay Of Skulls,7:35,,0,not-rated
Jay Som,Everybody Works,Baybee,3:45,4,undefined,never-rated
Hot Mulligan,you'll be fine,BCKYRD,3:23,2,undefined,never-rated
Grimes,Visions,Be A Body,4:21,1,0,not-rated
Dinosaur Jr.,Give a Glimpse of What Yer Not,Be a Part,4:37,5,undefined,never-rated
Woods,Sun And Shade,Be All Be Easy,2:36,3,0,not-rated
fun.,Aim and Ignite,Be Calm,4:10,,0,not-rated
Gulfer,Dog Bless,Be Father,3:17,1,undefined,never-rated
Boy Least Likely To,The Best Party Ever,Be Gentle With Me,3:51,,0,not-rated
Brand New,Daisy,Be Gone,1:31,,0,not-rated
Cool American,"Better Luck Next Year, Vol 3",Be Good,0:58,1,undefined,never-rated
Oscar,Cut and Paste,Be Good,2:53,1,undefined,never-rated
Waxahatchee,American Weekend,be good,2:33,5,0,not-rated
Briana Marela,Call It Love,Be In Love,4:27,13,undefined,never-rated
Desperate Journalist,Grow Up,Be Kind,3:40,1,undefined,never-rated
Oh Rose,While My Father Sleeps,Be Kind to Me,2:49,,undefined,never-rated
STRFKR,Vault Vol. 2,Be Leave,1:37,,undefined,never-rated
Tweens,Tweens,Be Mean,3:04,2,0,not-rated
Alabama Shakes,Boys & Girls,Be Mine,4:14,,0,not-rated
Forth Wanderers,Forth Wanderers,Be My Baby,2:24,9,undefined,never-rated
The Hussy,Looming,Be My Girl,0:58,,undefined,never-rated
The Flaming Lips,Transmissions From The Satellite Heart,Be My Head,3:15,1,0,not-rated
The Julie Ruin,Hit Reset,Be Nice,2:23,1,undefined,never-rated
The Front Bottoms,Rose,Be Nice To Me,2:47,13,5,thumbs-up
Sloucher,Be True,Be True,3:27,1,undefined,never-rated
M83,"Dead Cities, Red Seas & Lost Ghosts",Be Wild,3:20,1,0,not-rated
Cosmic Johnny,Good Grief,Be Without You,4:28,,undefined,never-rated
Adult Mom,Momentary Lapse of Happily,Be Your Own 3am,2:10,5,undefined,never-rated
Frank Ocean,Blonde,Be Yourself,1:26,1,undefined,never-rated
Horse The Band,A Natural Death [Bonus Tracks],The Beach,1:08,,0,not-rated
No Vacation,Amo XO,Beach Bummer,2:28,59,undefined,never-rated
Wavves,Wavvves,Beach Demon,3:31,,0,not-rated
Wavves,Wavvves,Beach Goth,3:51,,0,not-rated
Car Seat Headrest,Twin Fantasy,Beach Life-In-Death,13:18,3,undefined,never-rated
Starfucker,Miracle Mile,Beach Monster,2:10,1,0,not-rated
Air France,No Way Down,Beach Party,3:14,,0,not-rated
modest mouse,this is a long drive,beach side property,6:56,,0,not-rated
Tiny Engines,,Beach Slang - Dirty Cigarettes,3:02,2,0,not-rated
No Kids,Come Into My House,The Beaches All Closed,3:29,,0,not-rated
Typhoon,Offerings,Beachtowel,3:21,2,undefined,never-rated
Guards,Modern Hymns,Beacon,3:47,,undefined,never-rated
Cymbals Eat Guitars,Pretty Years,Beam,2:14,4,undefined,never-rated
The Glow,Am I,Beamer,1:58,3,5,thumbs-up
Bars of Gold,Shelters,Beans,3:54,,undefined,never-rated
The Antlers,Hospice,Bear,3:54,2,0,not-rated
Treehouses,i'd rather forget,Bear Chest,2:59,,undefined,never-rated
The Dodos,Beware Of The Maniacs,Beards,3:24,4,0,not-rated
Austra,Feel It Break,The Beast,4:03,,0,not-rated
Ex Hex,Rips,Beast,3:15,,0,not-rated
Bear In Heaven,Beast Rest Forth Mouth,Beast in Peace,4:16,,0,not-rated
Tobin Sprout,Moonflower Plastic,Beast of Souls,3:26,1,undefined,never-rated
Be Your Own Pet,Get Awkward,The Beast Within,3:52,,0,not-rated
STRFKR,Vault Vol. 2,Beat 4,0:48,,undefined,never-rated
STRFKR,Vault Vol. 2,Beat 8,1:40,,undefined,never-rated
Austra,Feel It Break,Beat And The Pulse,4:56,,0,not-rated
Young Buffalo,House,Beat Back,3:37,,0,not-rated
Timber Timbre,Hot Dreams,Beat the Drum Slowly,5:28,,0,not-rated
Indian Askin,Another Round,BEAT74,3:44,,undefined,never-rated
M83,"Dead Cities, Red Seas & Lost Ghosts",Beauties Can Die,14:37,,0,not-rated
Cloud Cult,Aurora Borealis,Beautiful Boy,18:32,,0,not-rated
Chuck Berry,The Best Of Chuck Berry [Disc 1],Beautiful Delilah,2:16,,0,not-rated
Brideshore,Pass You By,Beautiful Design,3:19,2,undefined,never-rated
Mates Of State,Bring It Back,Beautiful Dreamer,4:40,,0,not-rated
The Mountain Goats,All Eternals Deck,Beautiful Gas Mask,3:54,2,0,not-rated
The Apples In Stereo,New Magnetic Wonder,"Beautiful Machine, Pts. 1-2",2:36,,0,not-rated
The Apples In Stereo,New Magnetic Wonder,"Beautiful Machine, Pts. 3-4",4:57,,0,not-rated
School of Language,45,A Beautiful Wall,2:21,1,undefined,never-rated
Oscar,Cut and Paste,Beautiful Words,3:38,1,undefined,never-rated
The Pains Of Being Pure At Heart,Days Of Abandon,Beautiful You,6:09,1,0,not-rated
Wolf Alice,Visions Of A Life,Beautifully Unconventional,2:13,2,undefined,never-rated
Sonic Youth,Sister,Beauty Lies In The Eye,2:20,1,0,not-rated
Mothers,"Polyvinyl 4-Track Singles Series, Vol. 3",Beauty Routine,3:05,,undefined,never-rated
Eleanor Friedberger,New View,Because I Asked You,3:44,4,undefined,never-rated
toe,Hear You,Because I Hear You,4:41,1,undefined,never-rated
The Pipettes,We Are The Pipettes,Because It's Not Love (But It's Still A Feeling),2:36,,0,not-rated
The Avalanches,Wildflower,Because I’m Me,4:12,7,undefined,never-rated
Dan Deacon,Become A Mountain,Become a Mountain,4:05,2,undefined,never-rated
Dan Deacon,Become A Mountain,Become a Mountain (Edit),3:36,,undefined,never-rated
Jens Lekman,I Know What Love Isn't,Become Someone Else's,4:24,,0,not-rated
Teen Daze,Themes for Dying Earth,Becoming,1:25,,undefined,never-rated
Islands,Ski Mask,Becoming the Gunship,3:51,,0,not-rated
Brand New,Daisy,Bed,3:10,,0,not-rated
Starfucker,Jupiter,Bed-Stuy (Super Cop),2:43,,0,not-rated
Jay Som,Everybody Works,(BedHead),3:25,1,undefined,never-rated
Fleet Foxes,Helplessness Blues,Bedouin Dress,4:30,,0,not-rated
No Vacation,Amo XO,Bedroom Melody,1:30,55,undefined,never-rated
Radiator Hospital,Torch Song,Bedtime Story,2:03,1,undefined,never-rated
Susanne Sundfør,Music For People In Trouble,Bedtime Story,3:31,2,undefined,never-rated
Comets On Fire,Blue Cathedral,The Bee And The Cracking Egg,7:44,,0,not-rated
Culture Abuse,Bay Dream,Bee Kind To The Bugs,3:36,2,undefined,never-rated
Nirvana,Incesticide,Been A Son,1:56,,0,not-rated
The Feelies,In Between,Been Replaced,3:09,1,undefined,never-rated
Dinosaur Jr,Beyond,Been There All The Time,3:41,1,0,not-rated
Blonde Summer,Beer on Ice,Beer on Ice,2:34,,undefined,never-rated
The Front Bottoms,The Front Bottoms,The Beers,3:32,12,5,thumbs-up
Jeff Rosenstock,We Cool?,Beers Again Alone,3:14,1,0,not-rated
Animal Collective,Feels,Bees,5:38,,0,not-rated
Nirvana,Incesticide,Beeswax,2:51,,0,not-rated
Laura Stevenson and The Cans,A Record,Beets Untitled,5:06,,0,not-rated
Wye Oak,Shriek,Before,4:20,1,0,not-rated
Whitney,Forever Turned Around,Before I Know It,2:33,1,undefined,never-rated
Jay Reatard,Watch Me Fall,Before I Was Caught,2:07,,0,not-rated
Teen Suicide,A Whole Fucking Lifetime of This,before my telephone rings,1:46,,undefined,never-rated
Trixie Whitley,Just Tell Me That You Want Me ‒ A Tribute To Fleetwood Mac,Before The Beginning,4:45,,0,not-rated
Santigold,99 Cents,Before The Fire,3:03,1,undefined,never-rated
Parquet Courts,Wide Awake!,Before the Water Gets Too High,4:05,1,undefined,never-rated
Yo La Tengo,Fade,Before We Run,6:13,,0,not-rated
Heart Bones,Hot Dish,Beg for It,3:36,1,undefined,never-rated
Deerhoof,Mountain Moves,Begin Countdown,2:09,2,undefined,never-rated
STRFKR,Vault Vol. 2,Beginner Space,2:18,,undefined,never-rated
The Tallest Man On Earth,Dark Bird Is Home,Beginners,3:15,2,undefined,never-rated
"Perspective, a Lovely Hand to Hold",Autonomy,Beginner's Luck,1:20,5,undefined,never-rated
Guster,Ganging Up On The Sun,The Beginning Of The End,2:52,,0,not-rated
Junip,Junip,Beginnings,5:01,,0,not-rated
Love Of Everything,Handjob Community,Beginnning With Answers,1:48,1,undefined,never-rated
Indian Askin,Another Round,Behave,3:56,,undefined,never-rated
Summer Cannibals,Can't Tell Me No,Behave,3:57,,undefined,never-rated
Blood Red Shoes,Blood Red Shoes (Deluxe Edition),Behind A Wall,3:17,,0,not-rated
4 or 5 Magicians,"Empty, Derivative Pop Songs",Behind Each Other Backs,4:19,21,5,thumbs-up
Laura Veirs,case/lang/veirs,Behind the Armory,2:20,3,undefined,never-rated
Neko Case,"Live From Austin, TX",Behind The House,3:02,1,undefined,never-rated
Yellow Magic Orchestra,Solid State Survivor,Behind the Mask,3:37,1,undefined,never-rated
Grouper,The Man Who Died in His Boat,Being her shadow,4:45,5,0,not-rated
STRFKR,"Being No One, Going Nowhere","Being No One, Going Nowhere",4:39,,undefined,never-rated
Sebadoh,Act Surprised,belief,2:55,,undefined,never-rated
Sneaks,Highway Hypnosis,Beliefs,2:48,,undefined,never-rated
Middle Kids,New Songs For Old Problems,Beliefs and Prayers,3:39,,undefined,never-rated
Amen Dunes,Freedom,Believe,5:46,1,undefined,never-rated
The Bravery,The Sun And The Moon,Believe,3:46,,0,not-rated
Deerhoof,Friend Opportunity,Believe E. S. P.,3:08,,0,not-rated
Oh Rose,While My Father Sleeps,Believe It,3:44,3,undefined,never-rated
Torche,Restarter,Believe It,4:04,,0,not-rated
The Killers,Hot Fuss,Believe Me Natalie,5:07,,0,not-rated
Electric Light Orchestra,Out Of The Blue,Believe Me Now,1:22,,0,not-rated
Shearwater,Animal Joy,Believing Makes It Easy,4:10,,0,not-rated
Chris Farren,Like a Gift from God or Whatever,Belize Navidad (feat. Anika Pyle),1:03,,undefined,never-rated
First Aid Kit,Stay Gold,The Bell,3:29,,0,not-rated
Rolling Blackouts Coastal Fever,Hope Downs,Bellarine,2:54,,undefined,never-rated
Perfect Pussy,Say Yes to Love,Bells,1:42,,0,not-rated
Andrew Jackson Jihad,People Who Can Eat People Are The Luckiest People In The World,Bells & Whistles,1:29,,0,not-rated
Laura Stevenson,Wheel,Bells & Whistles,2:25,3,0,not-rated
Horse Feathers,Thistled Spring,Belly Of June,3:27,1,0,not-rated
The Pains Of Being Pure At Heart,Belong,Belong,4:22,,0,not-rated
Remy Zero,The Golden Hum,Belong,3:51,,0,not-rated
White Lung,Paradise,Below,3:37,12,undefined,never-rated
Death Vessel,Nothing Is Precious Enough For Us,Belt Of Foam,5:03,1,0,not-rated
Soccer Mommy,Collection,Benadryl Dreams,4:02,5,undefined,never-rated
Wild Nothing,Indigo,Bend,4:05,5,undefined,never-rated
Woods,Bend Beyond,Bend Beyond,4:24,,0,not-rated
Hot Chip,Made In The Dark,Bendable Poseable,3:46,,0,not-rated
Someone Still Loves You Boris Yeltsin,Tape Club,Bended,4:57,1,0,not-rated
Chastity Belt,I Used to Spend So Much Time Alone,Bender,4:38,7,undefined,never-rated
A Giant Dog,Toy,Bendover,3:02,2,undefined,never-rated
Earl Sweatshirt,Some Rap Songs,The Bends,1:34,6,undefined,never-rated
Radiohead,The Bends,The Bends,4:07,,0,not-rated
Strange Ranger,Remembering the Rockets,Beneath the Lights,4:06,1,undefined,never-rated
Touché Amoré,Stage Four (Deluxe Edition),Benediction,3:39,1,undefined,never-rated
The Weakerthans,Live At The Burton Cummings Theatre,Benediction (Live),3:32,,undefined,never-rated
BenjaminBookerVEVO,,Benjamin Booker - Have You Seen My Son? (Official Video),3:28,,0,not-rated
Wee Turtles,Kindercore Records Christmas Two,"Benjamin, Santa's On To You",3:15,,undefined,never-rated
Elton John,Goodbye Yellow Brick Road,Bennie And The Jets,5:23,,0,not-rated
"Emerson, Lake & Palmer",Brain Salad Surgery (Deluxe Edition) Disc 1,Benny The Bouncer,2:22,,0,not-rated
Sun Kil Moon,Benji,Ben's My Friend,5:16,2,0,not-rated
fun.,Aim and Ignite,Benson Hedges,4:01,,0,not-rated
Aesop Rock,Labor Days,Bent Life,4:49,18,5,thumbs-up
DIIV,Is the Is Are,Bent (Roi's Song),5:40,1,undefined,never-rated
The Fiery Furnaces,Bitter Tea,Benton Harbor Blues,7:22,,0,not-rated
The Fiery Furnaces,Bitter Tea,Benton Harbor Blues (Remix) (Bonus Track),3:13,,0,not-rated
Sun Kil Moon,Common as Light and Love Are Red Valleys of Blood,Bergen to Trondheim,7:59,1,undefined,never-rated
Typhoon,Offerings,Bergeron,2:49,1,undefined,never-rated
Why?,Eskimo Snow,Berkeley By Hearseback,3:40,,0,not-rated
King Krule,The OOZ,Bermondsey Bosom (Left),1:14,1,undefined,never-rated
King Krule,The OOZ,Bermondsey Bosom (Right),1:05,1,undefined,never-rated
Chuck Berry,The Best Of Chuck Berry [Disc 1],Berry Pickin',2:33,,0,not-rated
Van Morrison,Astral Weeks,Beside You,5:16,,0,not-rated
Mike Pace And The Child Actors,Best Boy,Best Boy,2:26,,0,not-rated
Laura Jane Grace,The Best Ever Death Metal Band in Denton,The Best Ever Death Metal Band in Denton,1:51,9,undefined,never-rated
The Mountain Goats,All Hail West Texas,The Best Ever Death Metal Band In Denton,2:36,2,0,not-rated
